question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
하나의 주소 버스가 지원하는 두 개의 주소 공간은 무엇인가요?,What are the 2 address spaces supported by the one address bus?,"80x86 제품군은 다른 많은 프로세서와 달리 메모리용과 I/O용이라는 두 가지 별도의 주소 공간을 제공합니다. 그러나 I/O와 메모리용이라는 두 개의 별도 물리적 주소 버스는 없습니다. 대신, 시스템은 I/O 주소와 메모리 주소 모두에 대해 주소 버스를 공유합니다. 추가적인 제어 라인이 해당 주소가 메모리용인지 I/O용인지를 결정합니다.","The 80x86 family, unlike many other processors, provides two distinct address spaces: one for memory and one for I/O.However, it does not have two separate physical address buses (for I/O and memory). Instead, the system shares the address bus for both I/O and memory addresses. Additional control lines decide whether the address is intended for memory or I/O.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CPU가 다음과 같은 방식으로 데이터를 저장하는 방법: 메모리 [125] = 0,What does the CPU to save data like this: Memory[125] = 0,"Memory[125] = 0과 동등한 값을 실행하려면 CPU는 데이터 버스에 값 0을, 주소 버스에 주소 125를 배치하고 제어 버스에 쓰기 줄을 할당합니다.","To execute the equivalent of the statement Memory[125] = 0; the CPU places the value zero on the data bus, the address 125 on the address bus, and asserts the write line on the control bus.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
80x86 제품군은 데이터 단어를 어떻게 저장하나요?,How does the 80x86 family store a data word?,80x86 계열은 단어의 LO 바이트를 지정된 주소에 저장하고 HO 바이트를 다음 위치에 저장합니다. 따라서 단어는 두 개의 연속 메모리 주소를 소비합니다(단어는 두 바이트로 구성되기 때문에 예상대로). 마찬가지로 더블 워드는 네 개의 연속 메모리 위치를 소비합니다.,"The 80x86 family stores the LO byte of a word at the address specified and the HO byte at the next location. Therefore, a word consumes two consecutive memory addresses (as you would expect, because a word consists of two bytes). Similarly, a double word consumes four consecutive memory locations.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
바이트 주소 지정 메모리 배열이란 무엇인가요?,What is a byte-addressable memory array?,바이트 주소 지정 메모리 배열이라는 용어는 CPU가 단일 바이트만큼 작은 청크로 메모리를 주소 지정할 수 있다는 것을 의미합니다. 또한 프로세서로 한 번에 액세스할 수 있는 메모리 단위 중 가장 작다는 의미이기도 합니다.,The term byte-addressable memory array means that the CPU can address memory in chunks as small as a single byte. It also means that this is the smallest unit of memory you can access at once with the processor.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
64비트 데이터 버스에는 어떤 비트가 사용되나요?,What bits are used on a 64-bit data bus?,64비트 데이터 버스에는 LO 48비트만 사용됩니다. 256테라바이트입니다. 지금은 충분합니다.,Only the LO 48 bits are used on 64-bit data buses. That's 256 terabytes. Good enough for now.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
32비트 메모리 인터페이스의 주소 정렬은 무엇인가요?,What is the address alignment on a 32-bit memory interface?,32비트 메모리 인터페이스를 사용하면 주소 버스에 배치된 주소는 항상 4의 배수입니다.,"With a 32-bit memory interface, the address placed on the address bus is always some multiple of four.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
32비트 CPU는 단일 메모리 작업에서 어떻게 이중 단어에 접근할 수 있나요?,How can a 32-bit CPU can access a double word in a single memory operation?,32비트 CPU는 해당 값의 주소가 4로 균등하게 나눌 수 있는 경우에만 단일 메모리 작업에서 더블 워드에 액세스할 수 있습니다.,A 32-bit CPU can access a double word in a single memory operation only if the address of that value is evenly divisible by four.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
최신 인텔 프로세서는 비정렬 데이터를 어떻게 처리하나요?,How do modern Intel processors deal with non-aligned data?,"펜티엄 및 이후 프로세서는 64비트 데이터 버스와 특수 캐시 메모리를 제공하여 비정렬 데이터 액세스의 영향을 줄입니다. 부적절한 주소로 데이터에 액세스하면 여전히 페널티가 있을 수 있지만, 최신 x86 CPU는 이전 CPU보다 문제의 빈도가 낮습니다.","The Pentium and later processors provide a 64-bit data bus and special cache memory that reduces the impact of non-aligned data access. Although there may still be a penalty for accessing data at an inappropriate address, modern x86 CPUs suffer from the problem less frequently than the earlier CPUs.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
TCP/IP 및 기타 네트워크 프로토콜의 엔디안성은 무엇인가요?,What is the endianness of TCP/IP and some other network protocols?,"네트워크를 통해 데이터를 전송할 때, TCP/IP 및 일부 다른 네트워크 프로토콜은 빅 엔디안 형식을 사용하기 때문에 일반적으로 빅 엔디안 형식을 사용합니다.","When transmitting data across networks, the canonical form is usually big endian because TCP/IP and some other network protocols use the big endian format.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
유니버설 시리얼 버스를 통해 데이터를 전송할 때 엔디안니스란 무엇인가요?,"When transmitting data across the Universal Serial Bus, what is the endianness?",표준 형식은 작은 엔디안 형식입니다.,The canonical format is little endian.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
빠른 정렬에서 n 로그 n 성능을 보장하는 4단계는 무엇인가요?,What are the 4 steps to ensure n log n performance on quick sort?,"- 먼저 입력을 무작위로 지정합니다
- 중앙값 3을 사용하여 피벗을 결정합니다
- 20개 미만의 요소에서 재귀를 조기에 종료하고 Insertion Sort을 수행합니다
- 작은 partition을 먼저 수행합니다","- randomize input first
- use median of three to determine pivot
- at fewer than 20 elements, end recursion early and do insertion sort
- do the smaller partition first",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
어떻게 하면 하나의 내재성에서 다른 내재성으로 전환할 수 있을까요?,How can you convert from one endianness to another?,엔디안 형식을 변환하려면 객체의 바이트를 미러-이미지 스왑해야 합니다. 미러-이미지 스왑을 수행하려면 이진수의 반대쪽 끝에서 바이트를 스왑한 다음 객체의 중간으로 이동하면서 바이트 쌍을 스왑해야 합니다.,"To convert between the endian forms, you must do a mirror-image swap of the bytes in the object. To cause a mirror-image swap, you must swap the bytes at opposite ends of the binary number, and then work your way towards the middle of the object swapping pairs of bytes as you go along.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
시스템 시계는 무엇인가요?,What is the system clock?,"시스템 클럭은 제어 버스의 전기 신호로, 주기적인 속도로 0과 1을 번갈아 가며 작동합니다. CPU 내의 모든 활동은 이 클럭 신호의 가장자리(상승 또는 하강)와 동기화됩니다.",The system clock is an electrical signal on the control bus that alternates between zero and one at a periodic rate. All activity within the CPU is synchronized with the edges (rising or falling) of this clock signal.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
시스템 클럭 주파수와 시스템 클럭 주기는 무엇인가요?,What is the system clock frequency and system clock period?,"시스템 클럭이 0과 1을 번갈아 가며 사용하는 주파수는 시스템 클럭 주파수이며, 시스템 클럭이 0에서 1로, 다시 0으로 전환하는 데 걸리는 시간을 클럭 주기라고 합니다. 한 번의 전체 주기를 클럭 주기라고도 합니다.",The frequency with which the system clock alternates between zero and one is the system clock frequency and the time it takes for the system clock to switch from zero to one and back to zero is the clock period. One full period is also called a clock cycle.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
1GHz 프로세서의 클럭 주기는 어떻게 되나요?,What is the clock period for a 1 GHz processor?,"1GHz에서 실행되는 CPU의 클럭 주기는 1나노초(ns), 즉 10억 분의 1초입니다.","A CPU running at 1 GHz would have a clock period of one nanosecond (ns), or one billionth of a second.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
시계가 CPU를 어떻게 제한하나요?,How does the clock limit a CPU?,모든 CPU 작업은 클럭과 동기화되어 있기 때문에 CPU는 클럭이 실행되는 것보다 더 빨리 작업을 수행할 수 없습니다. 그러나 CPU가 특정 클럭 주파수로 실행된다고 해서 초당 그렇게 많은 작업을 수행하는 것은 아닙니다.,"Because all CPU operations are synchronized with the clock, the CPU cannot perform tasks any faster than the clock runs. However, just because a CPU is running at some clock frequency doesn't mean that it executes that many operations each second.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
메모리 액세스 시간은 어떻게 되나요?,What is the memory access time?,메모리 액세스 시간은 메모리 요청(읽기 또는 쓰기)과 메모리 작업이 완료될 때까지의 클럭 사이클 수입니다. 이는 메모리 액세스 시간이 길어질수록 성능이 저하되기 때문에 중요한 값입니다.,"The memory access time is the number of clock cycles between a memory request (read or write) and when the memory operation completes. This is an important value, because longer memory access times result in lower performance.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CPU가 메모리 접근을 위해 대기 상태를 사용하는 이유는 무엇인가요?,Why does the CPU use wait states for memory accesses?,CPU는 메모리를 기다리지 않습니다. 액세스 시간은 버스 클럭 주파수에 의해 지정됩니다. 메모리 하위 시스템이 CPU의 예상 액세스 시간을 따라잡을 만큼 빠르게 작동하지 않으면 CPU는 메모리 읽기 작업에서 가비지 데이터를 읽고 메모리 쓰기에 데이터를 제대로 저장하지 못합니다. 이렇게 하면 시스템이 확실히 실패하게 됩니다.,"The CPU doesn't wait for memory. The access time is specified by the bus clock frequency. If the memory subsystem doesn't work fast enough to keep up with the CPU's expected access time, the CPU will read garbage data on a memory read operation and will not properly store the data on a memory write. This will surely cause the system to fail.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
메모리 액세스 대기는 어떻게 작동하나요?,How do memory access waits work?,존재하는 거의 모든 범용 CPU는 대기 상태를 삽입할 수 있는 핀(제어 버스에 나타나는 신호)을 제공합니다. 필요한 경우 메모리 주소 디코딩 회로는 이 신호를 주장하여 메모리에 충분한 액세스 시간을 제공합니다.,"Almost every general-purpose CPU in existence provides a pin (whose signal appears on the control bus) that allows the insertion of wait states. If necessary, the memory address decoding circuitry asserts this signal to give the memory sufficient access time.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CPU는 어떻게 과도한 대기 상태를 피할 수 있나요?,How does the CPU avoid excessive wait states?,하지만 대기 상태가 추가되었다고 해서 실행 속도가 느려지는 것은 아닙니다. 하드웨어 설계자가 대부분의 경우 대기 상태를 제로로 만들기 위해 사용할 수 있는 몇 가지 트릭이 있습니다. 이 중 가장 일반적인 트릭은 캐시 메모리를 사용하는 것입니다.,"However, we're not doomed to slow execution because of added wait states. There are several tricks hardware designers can employ to achieve zero wait states most of the time. The most common of these is the use of cache memory.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
참조의 시간적 국소성과 참조의 공간적 국소성은 무엇인가요?,What are temporal locality of reference and spatial locality of reference?,일반적인 프로그램을 살펴보면 동일한 메모리 위치에 반복적으로 액세스하는 경향이 있다는 것을 알 수 있습니다. 또한 프로그램이 인접한 메모리 위치에 자주 액세스한다는 사실도 알게 될 것입니다. 이러한 현상에 부여되는 기술적 명칭은 참조의 시간적 위치와 참조의 공간적 위치입니다. 공간적 위치를 표시할 때 프로그램은 처음 메모리에 액세스한 후 짧은 기간 내에 인접한 메모리 위치에 액세스합니다.,"If you look at a typical program, you'll discover that it tends to access the same memory locations repeatedly. Furthermore, you'll also discover that a program often accesses adjacent memory locations. The technical names given to these phenomena are temporal locality of reference and spatial locality of reference. When exhibiting spatial locality, a program accesses neighboring memory locations within a short period after the initial memory access.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
참조의 시간적 지역성이란 무엇인가요?,What is temporal locality of reference?,"참조의 시간적 위치를 표시할 때, 프로그램은 짧은 시간 동안 동일한 메모리 위치에 반복적으로 접근합니다.","When displaying temporal locality of reference, a program accesses the same memory location repeatedly during a short time.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CPU는 데이터를 캐시에 어떻게 보관할 수 있나요?,How can a CPU keep data in cache?,캐시 메모리는 주소를 동적으로 재할당할 수 있습니다. 이를 통해 시스템은 최근에 액세스한 값을 캐시에 유지할 수 있습니다. CPU가 한 번도 액세스한 적이 없거나 한동안 액세스하지 않은 주소는 메인(느린) 메모리에 남아 있습니다. 대부분의 메모리 액세스는 최근에 액세스한 변수(또는 최근에 액세스한 위치 근처의 위치)로 이루어지기 때문에 데이터는 일반적으로 캐시 메모리에 나타납니다.,"Cache memory can dynamically reassign addresses. This allows the system to keep recently accessed values in the cache. Addresses that the CPU has never accessed or hasn't accessed in some time remain in main (slow) memory. Because most memory accesses are to recently accessed variables (or to locations near a recently accessed location), the data generally appears in cache memory.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
캐시 미스가 발생했을 때 CPU는 어떻게 최적화할 수 있나요?,How can CPUs optimize when a cache miss occurs?,"캐시 미스가 발생하면 대부분의 캐싱 시스템은 여러 바이트의 메인 메모리를 연속적으로 읽습니다(엔지니어들은 이 데이터 블록을 캐시 라인이라고 부릅니다). 예를 들어, 캐시 미스 시 80x86 CPU는 16바이트에서 64바이트 사이에서 읽습니다.","When a cache miss occurs most caching systems will read several consecutive bytes of main memory (engineers call this block of data a cache line). 80x86 CPUs, for example, read between 16 and 64 bytes upon a cache miss.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
대규모 3단계 캐시의 이점은 무엇인가요?,"What is the benefit of a large, third-level cache?","상당한 데이터를 조작하면서도 참조 지역성을 보이는 프로그램의 경우, 3단계 캐싱 서브시스템이 매우 효과적일 수 있습니다.","For programs that manipulate considerable data, yet exhibit locality of reference, a third-level caching subsystem can be very effective.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
직접 주소 지정 모드란 무엇인가요?,What is direct addressing mode?,직접 주소 지정 모드는 변수에 접근하는 실제 기계 명령의 일부로 변수의 메모리 주소를 인코딩합니다.,The direct addressing mode encodes a variable's memory address as part of the actual machine instruction that accesses the variable.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
간접 주소 지정 모드란 무엇인가요?,What is indirect addressing mode?,"간접 주소 지정 모드는 일반적으로 레지스터를 사용하여 메모리 주소를 저장합니다(메모리 위치를 사용하여 간접 주소를 저장하는 CPU가 몇 개 있지만, 현대의 CPU에서는 이러한 형태의 간접 주소 지정이 드뭅니다).","The indirect addressing mode typically uses a register to hold a memory address (there are a few CPUs that use memory locations to hold the indirect address, but this form of indirect addressing is rare in modern CPUs).",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인덱싱된 주소 지정 모드란 무엇인가요?,What is indexed addressing mode?,"인덱싱된 어드레싱 모드는 직접 및 간접 어드레싱 모드를 하나의 어드레싱 모드로 결합합니다. 구체적으로, 이 어드레싱 모드를 사용하는 기계 명령어는 명령어를 구성하는 비트의 오프셋(직접 주소)과 레지스터를 모두 인코딩합니다. 실행 시 CPU는 이 두 주소 구성 요소의 합을 계산하여 효과적인 주소를 만듭니다.","The indexed addressing mode combines the direct and indirect addressing modes into a single addressing mode. Specifically, the machine instructions using this addressing mode encode both an offset (direct address) and a register in the bits that make up the instruction. At run time, the CPU computes the sum of these two address components to create an effective address.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
포인터란 무엇인가요?,What is a pointer?,포인터는 다른 메모리 객체의 주소를 나타내는 메모리 변수입니다.,A pointer is a memory variable whose value is the address of some other memory object.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CPU는 배열을 어떻게 배치하나요?,How does a CPU lay out an array?,"많은 최적화 컴파일러는 배열을 2바이트, 4바이트, 8바이트와 같은 일반적인 크기의 짝수 배수인 메모리 주소로 배치하려고 시도합니다. 이렇게 하면 배열 시작 전에 패딩 바이트를 효과적으로 추가하거나, 이렇게 생각하고 싶다면 메모리 내 이전 객체의 끝에 패딩 바이트를 추가합니다.","Many optimizing compilers will attempt to place an array starting at a memory address that is an even multiple of some common size like two, four, or eight bytes. This effectively adds padding bytes before the beginning of the array or, if you prefer to think of it this way, it adds padding bytes to the end of the previous object in memory.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
컴파일러/CPU는 어떻게 A[i][j][k][m]에 접근하나요?,How does a compiler/CPU access A[i][j][k][m]?,주소 = 베이스 + (((i * bounds1 + j) * bounds2 + k) * bounds3 + m) * Element_Size,Address = Base + (((i * bounds1 + j) * bounds2 + k) * bounds3 + m) * Element_Size,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인텔 80x86 CPU 명령어의 크기는 어떻게 되나요?,What are the sizes for Intel 80x86 CPU instructions?,기계 지침의 길이는 1바이트에서 거의 15바이트에 달합니다.,With machine instructions ranging from 1 to almost 15 bytes long.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
깃발 레지스터는 무엇인가요?,What is the flags register?,"플래그 레지스터는 조건 코드 레지스터 또는 프로그램 상태 단어라고도 하며, CPU의 부울 변수 배열로, 이전 명령어가 오버플로우, 제로 결과, 부정 결과 또는 기타 이러한 조건을 생성했는지 추적합니다.","The flags register, also known as the condition-codes register or program-status word, is an array of Boolean variables in the CPU that tracks whether the previous instruction produced an overflow, a zero result, a negative result, or other such condition.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
BIU는 무엇이며 어떤 역할을 하나요?,What is the BIU and what does it do?,"실행 장치가 BIU(버스 인터페이스 유닛)를 사용하지 않을 때, BIU는 기계 명령어를 저장하는 메모리에서 추가 바이트를 가져와 프리페치 큐에 저장할 수 있습니다.","Whenever the execution unit is not using the BIU (Bus Interface Unit), the BIU can fetch additional bytes from the memory that holds the machine instructions and store them in the prefetch queue.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
프리페치 대기열이 가득 차 있지 않을 때 CPU는 무엇을 최적화할 수 있나요?,What can the CPU optimize when the prefetch queue is not full?,"프리페치 큐가 가득 차 있지 않고(일반적으로 프로세서에 따라 8바이트에서 32바이트 사이를 유지할 수 있습니다) 현재 클럭 사이클에서 BIU가 유휴 상태인 경우, 클럭 사이클 시작 시 EIP 레지스터에 있는 주소에 있는 다음 더블 워드를 가져옵니다.","If the prefetch queue is not full (generally it can hold between 8 and 32 bytes, depending on the processor) and the BIU is idle on the current clock cycle, fetch the next double word located at the address found in the EIP register at the beginning of the clock cycle.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
명령 디코더가 유휴 상태일 때 CPU는 무엇을 할 수 있나요?,What can a CPU do when the instruction decoder is idle?,"명령 디코더가 유휴 상태이고 현재 명령어에 명령어 피연산자가 필요하지 않은 경우, CPU는 프리페치 큐의 앞쪽에서 연산 코드 디코딩을 시작해야 합니다. 현재 명령어에 명령어 피연산자가 필요한 경우, CPU는 프리페치 큐의 해당 피연산자 바로 너머에서 바이트 디코딩을 시작합니다.","If the instruction decoder is idle and the current instruction does not require an instruction operand, the CPU should begin decoding the opcode at the front of the prefetch queue. If the current instruction requires an instruction operand, then the CPU begins decoding the byte just beyond that operand in the prefetch queue.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
지침이 파이프라인에 연결될 때 성능을 저하시키는 것은 무엇인가요?,What hurts performance when instructions are being pipelined?,"빠른 코드를 작성하고 싶다면, 가능한 한 프로그램에서 뛰어다니지 마세요.","If you want to write fast code, avoid jumping around in your program as much as possible.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
코드에서 지점/점프를 정리하는 것이 가장 좋은가요?,How is it best to organize branches/jumps in your code?,"따라서 프로그램을 작성할 때 어떤 점프 조건이 가장 자주 발생하는지 판단할 수 있다면, 가장 일반적인 조건이 프로그램이 별도의 위치로 점프하는 대신 다음 명령을 계속 진행하도록 프로그램을 구성해야 합니다.","Therefore, if you can determine, while writing the program, which jump condition occurs most frequently, you should arrange your program so that the most common condition causes the program to continue with the next instruction rather than jump to a separate location.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
메모리 액세스와 명령어 프리패치는 리소스를 어떻게 경쟁하나요?,How do memory access and instruction prefetches contend for resources?,CPU는 다른 용도로 버스를 사용해야 한다는 점을 잊지 마세요. 메모리에 액세스하는 명령어는 버스에 액세스하기 위해 프리페치 큐와 경쟁합니다.,"Don't forget, the CPU needs to use the bus for other purposes. Instructions that access memory compete with the prefetch queue for access to the bus.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
버스 경쟁은 어떻게 발생하나요?,How can bus contention occur?,버스 경합은 명령어가 메모리의 항목에 액세스해야 할 때마다 발생할 수 있습니다. CPU가 메모리에서 데이터를 가져오고 메모리에 데이터를 동시에 쓰려고 하기 때문에 주소와 데이터 버스에 대한 경합이 발생할 수 있습니다.,Bus contention can occur whenever an instruction needs to access an item in memory. Contention for the address and data bus may develop because the CPU will be trying to fetch data from memory and write data to memory simultaneously.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
파이프라인 스톨이란 무엇이며 무엇을 해결하는 데 도움이 되나요?,What is a pipeline stall and what does it help to solve?,버스 경합을 처리하는 한 가지 간단한 방법은 파이프라인 스톨을 통해 처리하는 것입니다. 버스에 대한 경합이 발생하면 CPU는 파이프라인에서 가장 멀리 떨어진 명령어에 우선순위를 부여합니다. 이로 인해 파이프라인의 나중 명령어가 스톨되고 해당 명령어를 실행하는 데 두 사이클이 걸립니다,"One simplistic way to handle bus contention is through a pipeline stall. The CPU, when faced with contention for the bus, gives priority to the instruction farthest along in the pipeline. This causes the later instruction in the pipeline to stall, and it takes two cycles to execute that instruction",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
점프와 관련된 파이프라인 가판대의 예는 무엇인가요?,What is an example of pipeline stalls involving a jump?,"파이프라인 스톨의 또 다른 예로, 명령어가 EIP 레지스터의 값을 수정할 때 어떤 일이 발생하는지 고려해 보세요. 예를 들어, jnz(0이 아닌 점프) 명령어는 제어를 대상 레이블에 조건부로 전송하면 EIP 레지스터의 값을 변경할 수 있습니다. 이는 물론 다음에 실행될 명령어 세트가 EIP를 수정하는 명령어를 즉시 따르지 않는다는 것을 의미합니다. 명령어 jnz가 실행을 완료할 때쯤(제로 플래그가 명확하므로 분기를 수행한다고 가정하면), 우리는 이미 다섯 개의 다른 명령어를 시작했으며, 이 중 첫 번째 명령어의 완료까지 한 클럭 사이클만 남았습니다. 물론 CPU는 이러한 명령어를 실행해서는 안 되며, 그렇지 않으면 부적절한 결과를 계산할 것입니다. 유일한 합리적인 해결책은 파이프라인 전체를 플러시하고 운영 코드를 새로 가져오기 시작하는 것입니다. 이렇게 하면 실행 시간에 심각한 불이익이 발생합니다.","As another example of a pipeline stall, consider what happens when an instruction modifies the value in the EIP register. For example, the jnz (jump if not zero) instruction might change the value in the EIP register if it conditionally transfers control to its target label. This, of course, implies that the next set of instructions to be executed does not immediately follow the instruction that modifies EIP. By the time the instruction jnz completes execution (assuming the zero flag is clear, so that the branch is taken), we've already started five other instructions and we're only one clock cycle away from the completion of the first of these. Obviously, the CPU must not execute those instructions, or it will compute improper results. The only reasonable solution is to flush the entire pipeline and begin fetching opcodes anew. Doing so causes a severe execution-time penalty.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
제어 위험은 언제 발생하나요?,When does a control hazard occur?,"CPU가 메모리의 새로운 위치로 분기할 때마다 제어 위험이 발생하며, 따라서 실행 단계에 있는 명령어를 파이프라인에서 플러시해야 합니다.",A control hazard occurs whenever the CPU branches to some new location in memory and consequently has to flush from the pipeline the instructions that are in various stages of execution.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
데이터 위험은 언제 발생하나요?,When does a data hazard occur?,데이터 위험은 한 명령어의 소스 피연산자가 이전 명령어의 목적지 피연산자일 때 발생한다는 점에 유의하세요.,Note that a data hazard occurs when the source operand of one instruction was a destination operand of a previous instruction.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
슈퍼스칼라 CPU의 특별한 점은 무엇인가요?,What is special about a superscalar CPU?,슈퍼스칼라 CPU에는 여러 실행 단위가 있습니다. 프리페치 대기열에서 독립적으로 실행할 수 있는 두 개 이상의 명령어가 발생하면 그렇게 됩니다.,"A superscalar CPU has several execution units. If it encounters in the prefetch queue two or more instructions that can execute independently, it will do so.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
고장난 실행이란 무엇인가요?,What is out-of-order execution?,CPU는 코드 스트림에 이전에 표시된 명령어가 완료되기 전에 명령어를 실행할 수 있습니다.,The CPU can execute instructions prior to the completion of instructions appearing previously in the code stream.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CPU가 가진 레지스터보다 더 많은 레지스터를 어떻게 사용할 수 있을까요?,How can a CPU use more registers than it has?,레지스터 이름 변경은 CPU에 실제보다 더 많은 레지스터를 제공하는 교활한 방법입니다. 프로그래머는 이러한 추가 레지스터에 직접 액세스할 수 없지만 CPU는 특정 경우에 위험을 방지하기 위해 레지스터를 사용할 수 있습니다.,"Register renaming is a sneaky way to give a CPU more registers than it actually has. Programmers will not have direct access to these extra registers, but the CPU can use them to prevent hazards in certain cases.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
VLIW 시스템의 특별한 점은 무엇인가요?,What is special about a VLIW system?,"VLIW 컴퓨터 시스템에서 CPU는 큰 바이트 블록(IA-64 Itanium CPU의 경우 41비트)을 가져와 이 블록을 한꺼번에 디코딩하고 실행합니다. 이 바이트 블록에는 보통 두 개 이상의 명령어(IA-64의 경우 세 개)가 포함되어 있습니다. VLIW 컴퓨팅은 프로그래머나 컴파일러가 각 블록의 명령어를 적절히 스케줄링하여 위험이나 기타 충돌이 없도록 해야 하지만, 적절하게 스케줄링하면 CPU는 클럭 사이클당 세 개 이상의 명령어를 실행할 수 있습니다.","In a VLIW computer system, the CPU fetches a large block of bytes (41 bits in the case of the IA-64 Itanium CPU) and decodes and executes this block all at once. This block of bytes usually contains two or more instructions (three in the case of the IA-64). VLIW computing requires the programmer or compiler to properly schedule the instructions in each block so that there are no hazards or other conflicts, but if properly scheduled, the CPU can execute three or more instructions per clock cycle.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
SIMD란 무엇이며 어떤 역할을 하나요?,What is SIMD and what does it do?,"SIMD(단일 명령 다중 데이터) 모델에서는 CPU가 순수 SISD 모델과 마찬가지로 단일 명령어 스트림을 실행합니다. 그러나 SIMD 모델에서는 CPU가 단일 데이터 개체가 아닌 여러 데이터 조각에서 동시에 작동합니다.

SIMD 버전의 덧셈은 여러 값의 합을 동시에 계산합니다. 펜티엄 III의 MMX 및 SIMD 명령어 확장과 PowerPC의 AltaVec 명령어는 정확히 이러한 방식으로 작동합니다. 예를 들어, paddb MMX 명령어를 사용하면 단일 명령어를 실행하여 최대 8쌍의 개별 값을 더할 수 있습니다.","In the SIMD (Single Instruction Multiple Data) model, the CPU executes a single instruction stream, just like the pure SISD model. However, in the SIMD model, the CPU operates on multiple pieces of data concurrently rather than on a single data object.

An SIMD version of add, would compute the sum of several values simultaneously. The Pentium III's MMX and SIMD instruction extensions, and the PowerPC's AltaVec instructions, operate in exactly this fashion. With the paddb MMX instruction, for example, you can add up to eight separate pairs of values with the execution of a single instruction.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
MMX 레지스터는 범용 레지스터와 어떻게 다른가요?,How are MMX registers different from a general purpose register?,MMX 레지스터(MM0 및 MM1)는 실제로 8개의 독립적인 바이트 값을 보유합니다(MMX 레지스터는 64비트 너비이지만 단일 64비트 값이 아닌 8비트 값으로 취급됩니다),MMX registers (MM0 and MM1) actually hold eight independent byte values (the MMX registers are 64 bits wide but are treated as eight 8-bit values rather than as a single 64-bit value),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
MIMD란 무엇인가요?,What is MIMD?,"다중 명령, 다중 데이터
여러 프로그램이 동시에 실행을 시도하는 멀티프로그래밍 환경이 있는 경우, MIMD 모델을 사용하면 각 프로그램이 자체 코드 스트림을 동시에 실행할 수 있습니다. 이러한 유형의 병렬 시스템을 멀티프로세서 시스템이라고 합니다.","Multiple Instruction, Multiple Data
If you have a multiprogramming environment with multiple programs attempting to execute concurrently, the MIMD model does allow each of those programs to execute their own code stream simultaneously. This type of parallel system is called a multiprocessor system.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
